Category1,Category2,Pathway,KOID
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K16306
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K16306
Metabolism,Energy Metabolism,Methane Metabolism,K16306
Metabolism,Amino Acid Metabolism,"Phenylalanine, Tyrosine, and Tryptophan Biosynthesis",K16306
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K16319
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K16320
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K16328
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K16329
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K16330
Metabolism,Lipid Metabolism,Fatty Acid Elongation,K16339
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16342
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16342
Metabolism,Lipid Metabolism,Arachidonic Acid Metabolism,K16342
Metabolism,Lipid Metabolism,Linoleic Acid Metabolism,K16342
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K16342
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16343
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16343
Metabolism,Lipid Metabolism,Arachidonic Acid Metabolism,K16343
Metabolism,Lipid Metabolism,Linoleic Acid Metabolism,K16343
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K16343
Metabolism,Lipid Metabolism,Fatty Acid Biosynthesis,K16363
Metabolism,Glycan Biosynthesis and Metabolism,Lipopolysaccharide Biosynthesis,K16363
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16368
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16369
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K16370
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K16370
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K16370
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K16370
Metabolism,Energy Metabolism,Methane Metabolism,K16370
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K16371
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16372
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16373
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16374
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16375
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16376
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16377
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16378
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16379
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16380
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16381
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16382
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16383
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16384
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16385
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16386
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16387
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16388
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16389
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16390
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16391
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16392
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16393
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16394
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16395
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16396
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16397
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16398
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16399
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16400
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16401
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16402
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16403
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16404
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16405
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16406
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16407
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16408
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16409
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16410
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16411
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16412
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16413
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16414
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16415
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16416
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16417
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16418
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16419
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16420
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16421
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K16421
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16422
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K16422
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16423
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K16423
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16424
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16425
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16426
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16427
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16428
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16429
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16430
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Enediyne Antibiotics,K16431
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16431
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16432
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16433
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16434
Metabolism,Metabolism of Terpenoids and Polyketides,Polyketide Sugar Unit Biosynthesis,K16435
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16435
Metabolism,Metabolism of Terpenoids and Polyketides,Polyketide Sugar Unit Biosynthesis,K16436
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16436
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16437
Metabolism,Metabolism of Terpenoids and Polyketides,Polyketide Sugar Unit Biosynthesis,K16438
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16438
Metabolism,Biosynthesis of Other Secondary Metabolites,Staurosporine Biosynthesis,K16438
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16439
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16440
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16442
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16443
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16444
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16445
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16446
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16447
Metabolism,Metabolism of Terpenoids and Polyketides,Biosynthesis of Vancomycin Group Antibiotics,K16448
Metabolism,Metabolism of Terpenoids and Polyketides,Type I Polyketide Structures,K16450
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16514
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K16515
Metabolism,Metabolism of Cofactors and Vitamins,Biotin Metabolism,K16593
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K16619
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16619
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16619
Metabolism,Glycan Biosynthesis and Metabolism,Lipoarabinomannan (LAM) Biosynthesis,K16647
Metabolism,Glycan Biosynthesis and Metabolism,Arabinogalactan Biosynthesis - Mycobacterium,K16647
Metabolism,Glycan Biosynthesis and Metabolism,Lipoarabinomannan (LAM) Biosynthesis,K16648
Metabolism,Glycan Biosynthesis and Metabolism,Arabinogalactan Biosynthesis - Mycobacterium,K16648
Metabolism,Glycan Biosynthesis and Metabolism,Arabinogalactan Biosynthesis - Mycobacterium,K16649
Metabolism,Glycan Biosynthesis and Metabolism,Arabinogalactan Biosynthesis - Mycobacterium,K16650
Metabolism,Metabolism of Cofactors and Vitamins,Porphyrin and Chlorophyll Metabolism,K16651
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K16704
Metabolism,Energy Metabolism,Methane Metabolism,K16792
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K16792
Metabolism,Energy Metabolism,Methane Metabolism,K16793
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K16793
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16794
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16795
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K16816
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16817
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16817
Metabolism,Lipid Metabolism,Arachidonic Acid Metabolism,K16817
Metabolism,Lipid Metabolism,Linoleic Acid Metabolism,K16817
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K16817
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16818
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K16818
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16838
Metabolism,Biosynthesis of Other Secondary Metabolites,Caffeine Metabolism,K16838
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16839
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16840
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16841
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16842
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K16843
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K16844
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K16845
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K16846
Metabolism,Carbohydrate Metabolism,Pentose and Glucuronate Interconversions,K16849
Metabolism,Carbohydrate Metabolism,Pentose and Glucuronate Interconversions,K16850
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16855
Metabolism,Nucleotide Metabolism,Purine Metabolism,K16856
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K16860
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K16860
Metabolism,Metabolism of Cofactors and Vitamins,Lipoic Acid Metabolism,K16869
Metabolism,Glycan Biosynthesis and Metabolism,Arabinogalactan Biosynthesis - Mycobacterium,K16870
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K16871
Metabolism,Amino Acid Metabolism,"Alanine, Aspartate and Glutamate Metabolism",K16871
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16873
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16874
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16875
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16876
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16877
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16878
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16879
Metabolism,Xenobiotics Biodegradation and Metabolism,Furfural Degradation,K16880
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K16881
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K16881
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16901
Metabolism,Amino Acid Metabolism,Tryptophan Metabolism,K16901
Metabolism,Amino Acid Metabolism,Tyrosine Metabolism,K16902
Metabolism,Amino Acid Metabolism,Tryptophan Metabolism,K16902
Metabolism,Metabolism of Cofactors and Vitamins,Riboflavin Metabolism,K16902
Metabolism,Amino Acid Metabolism,Tryptophan Metabolism,K16903
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K16904
Metabolism,Energy Metabolism,Sulfur Metabolism,K16936
Metabolism,Energy Metabolism,Sulfur Metabolism,K16937
Metabolism,Energy Metabolism,Sulfur Metabolism,K16950
Metabolism,Energy Metabolism,Sulfur Metabolism,K16951
Metabolism,Energy Metabolism,Sulfur Metabolism,K16952
Metabolism,Energy Metabolism,Sulfur Metabolism,K16953
Metabolism,Energy Metabolism,Sulfur Metabolism,K16954
Metabolism,Energy Metabolism,Sulfur Metabolism,K16955
Metabolism,Energy Metabolism,Sulfur Metabolism,K16964
Metabolism,Energy Metabolism,Sulfur Metabolism,K16965
Metabolism,Energy Metabolism,Sulfur Metabolism,K16966
Metabolism,Energy Metabolism,Sulfur Metabolism,K16967
Metabolism,Energy Metabolism,Sulfur Metabolism,K16968
Metabolism,Energy Metabolism,Sulfur Metabolism,K16969
Metabolism,Xenobiotics Biodegradation and Metabolism,Ethylbenzene Degradation,K17048
Metabolism,Xenobiotics Biodegradation and Metabolism,Ethylbenzene Degradation,K17049
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K17050
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K17051
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K17052
Metabolism,Energy Metabolism,Methane Metabolism,K17066
Metabolism,Energy Metabolism,Methane Metabolism,K17067
Metabolism,Xenobiotics Biodegradation and Metabolism,Chloroalkane and Chloroalkene Degradation,K17067
Metabolism,Energy Metabolism,Methane Metabolism,K17068
Metabolism,Xenobiotics Biodegradation and Metabolism,Chloroalkane and Chloroalkene Degradation,K17068
Metabolism,Energy Metabolism,Sulfur Metabolism,K17069
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K17069
Metabolism,Xenobiotics Biodegradation and Metabolism,Chloroalkane and Chloroalkene Degradation,K17070
Metabolism,Biosynthesis of Other Secondary Metabolites,"Neomycin, Kanamycin and Gentamicin Biosynthesis",K17078
Metabolism,Energy Metabolism,Methane Metabolism,K17100
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K17103
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K17103
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K17104
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K17105
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K17108
Metabolism,Glycan Biosynthesis and Metabolism,Other Glycan Degradation,K17108
